task,query_id,corpus_id,pident,evalue,bitscore
euk,C4V7V1,Q5SHP6,48.148,2.4,24.6
euk,C4V7V1,B2S3D0,27.928,3.2,25.8
euk,C4V7V1,B1GZA3,24.299,6.3,24.6
euk,C4V7V1,Q7NBB7,30.556,8.4,24.6
euk,C4V7V1,Q8Y1W6,30.0,9.1,24.3
euk,C4V7V1,Q7VQE7,30.612,9.7,23.9
euk,C4YF50,B2GER9,27.32,1.42e-15,70.1
euk,C4YF50,F0SLK8,28.141,3.92e-14,66.6
euk,C4YF50,Q7ULX4,26.966,5.83e-14,66.2
euk,C4YF50,B0RZQ3,30.769,8.92e-13,62.4
euk,C4YF50,D2QYP6,24.599,9.47e-13,62.8
euk,C4YF50,F4LHM0,28.931,7.81e-11,57.4
euk,C4YF50,F8I1D0,26.797,1.09e-10,56.6
euk,C4YF50,F7ZKE9,24.064,1.8e-10,56.2
euk,C4YF50,B9KJP6,26.267,4.29e-10,55.1
euk,C4YF50,F4FTW6,27.473,6.36e-10,54.3
euk,C4YF50,Q03NP0,27.922,1.97e-09,53.1
euk,C4YF50,D7CWZ0,28.365,1.53e-08,50.4
euk,C4YF50,D5SRZ4,24.686,2.76e-08,50.1
euk,C4YF50,D5ATX8,25.424,5.3e-08,48.9
euk,C4YF50,C7RGH4,28.571,7.41e-08,48.5
euk,C4YF50,B2KES3,30.0,1.47e-07,47.8
euk,C4YF50,E8R1E4,28.251,2.64e-07,47.4
euk,C4YF50,D5T3F2,26.154,5.13e-06,43.1
euk,C4YF50,A5IHZ5,21.801,2.53e-05,41.2
euk,C4YF50,B0RHY9,27.907,0.000523,37.0
euk,C4YF50,D8K3Q1,30.055,0.002,35.4
euk,C4YF50,Q04HC3,24.257,0.003,34.7
euk,C4YF50,E8N877,26.374,0.005,33.9
euk,C4YF50,E8N877,55.556,1.1,26.9
euk,C4YF50,B2KCB2,30.0,2.0,26.6
euk,C4YF50,Q4FQ65,25.61,2.3,26.2
euk,C4YF50,A5D243,26.05,3.4,25.4
euk,C4YF50,Q6KID2,36.585,3.7,25.8
euk,C4YF50,Q6AAC7,25.0,4.8,24.6
euk,C4YF50,Q68WW2,25.61,5.0,25.0
euk,C4YF50,Q8RE31,26.042,5.8,24.6
euk,C4YF50,Q1AWC4,29.508,8.2,24.3
euk,C4YF50,A5N7Q7,31.818,9.1,24.3
euk,C4YF50,Q98QM8,38.71,9.5,24.3
euk,C4YF50,Q7UUW9,30.645,9.7,24.3
euk,C4YF50,O67068,34.211,9.9,24.3
euk,C8VP37,P0DJF8,50.0,1.23e-85,259.0
euk,C8VP37,Q7VDN6,44.932,1.21e-80,246.0
euk,C8VP37,Q2RXH9,43.13,2.14e-58,187.0
euk,C8VP37,Q50068,38.462,0.24,30.0
euk,C8VP37,Q6N1M8,27.273,0.38,29.3
euk,C8VP37,Q8EVU1,30.0,1.2,27.7
euk,C8VP37,Q73P28,28.302,1.5,27.3
euk,C8VP37,Q5FNM7,33.333,1.5,27.3
euk,C8VP37,P50970,40.0,1.7,27.3
euk,C8VP37,O84561,35.714,2.7,26.6
euk,C8VP37,A1BD33,42.857,2.9,26.6
euk,C8VP37,Q46WU8,38.095,5.2,25.4
euk,C8VP37,O50311,43.478,5.7,25.4
euk,C8VP37,Q6AB89,33.898,6.5,25.4
euk,C8VP37,Q03YQ2,39.535,7.7,25.0
euk,C8VP37,Q1G9Z4,50.0,9.2,25.0
euk,C9S8A7,Q0I634,45.033,7.86e-39,126.0
euk,C9S8A7,O66587,42.667,4.9300000000000004e-32,109.0
euk,C9S8A7,A4SXJ6,34.965,1.63e-26,95.1
euk,C9S8A7,P00816,37.241,2.64e-26,94.7
euk,C9S8A7,A0QL81,36.429,4.49e-24,89.0
euk,C9S8A7,Q9JWJ3,29.63,3.4,24.6
euk,C9S8A7,A2CCL7,44.444,3.8,24.3
euk,C9S8A7,A7HKV1,24.39,5.0,24.3
euk,C9S8A7,Q4FQ66,40.0,5.0,24.3
euk,C9S8A7,Q98Q12,45.455,5.6,24.3
euk,C9S8A7,A6TKS7,34.615,6.0,23.9
euk,C9S8A7,Q937U7,34.286,7.6,23.5
euk,D0NVH9,B3QQZ0,45.972,6.27e-129,380.0
euk,D0NVH9,Q04EU8,45.146,1.24e-119,357.0
euk,D0NVH9,Q6AN65,43.56,2.06e-119,356.0
euk,D0NVH9,Q72PA7,45.626,2.13e-119,356.0
euk,D0NVH9,Q11UE6,41.822,6.909999999999999e-119,355.0
euk,D0NVH9,Q1IJT2,42.686,2.31e-118,353.0
euk,D0NVH9,B7KCX9,43.765,2.5e-118,354.0
euk,D0NVH9,B9KYV8,41.981,6.06e-118,352.0
euk,D0NVH9,B1H0H8,44.258,7.76e-117,349.0
euk,D0NVH9,Q8EVI1,41.784,1.24e-116,348.0
euk,D0NVH9,A1W1A5,44.976,1.8700000000000002e-116,348.0
euk,D0NVH9,A1TM37,42.377,5.6099999999999995e-115,345.0
euk,D0NVH9,A5EVE1,42.824,1.49e-114,343.0
euk,D0NVH9,Q67J55,43.224,3.1e-112,338.0
euk,D0NVH9,Q5SLS1,43.51,1.62e-111,335.0
euk,D0NVH9,Q6ACB0,45.54,1.1200000000000001e-110,334.0
euk,D0NVH9,Q6MN06,42.723,3.2e-109,330.0
euk,D0NVH9,A9G5S0,42.453,3.4700000000000003e-109,330.0
euk,D0NVH9,Q2SR96,40.143,5.4999999999999996e-108,327.0
euk,D0NVH9,Q5GT12,42.344,3.64e-104,317.0
euk,D0NVH9,Q7UHW3,40.662,1.06e-103,316.0
euk,D0NVH9,B4U9K9,40.235,2.23e-102,311.0
euk,D0NVH9,Q7VQP1,41.299,2.97e-102,312.0
euk,D0NVH9,P52150,40.835,4.9499999999999996e-102,311.0
euk,D0NVH9,A0Q4C3,39.48,7.2e-101,308.0
euk,D0NVH9,A1QZK9,41.176,1.44e-99,305.0
euk,D0NVH9,Q39PN9,40.281,8.11e-97,298.0
euk,D0NVH9,Q2GEH7,38.81,3.82e-93,288.0
euk,D0NVH9,A7HMJ8,41.809,1.34e-87,273.0
euk,D0NVH9,Q3IIQ6,35.597,3.52e-83,262.0
euk,D0NVH9,A9BHV4,36.983,2.05e-80,255.0
euk,D0NVH9,Q7N8D4,33.174,6.609999999999999e-69,225.0
euk,D0NVH9,Q46QQ8,29.614,8.26e-49,172.0
euk,D0NVH9,P61703,26.374,3.52e-05,43.1
euk,D0NVH9,B0S104,27.835,0.066,32.7
euk,D0NVH9,Q892X7,38.776,0.41,30.0
euk,D0NVH9,Q83FN1,28.378,0.58,29.3
euk,D0NVH9,A1A2H6,23.0,2.3,27.3
euk,D0NVH9,Q11Y93,30.769,2.5,27.3
euk,D0NVH9,Q3BUG0,46.154,4.0,26.6
euk,D0NVH9,P60920,90.0,7.5,25.8
euk,D0NVH9,Q02B43,34.783,8.3,25.4
euk,E2RU81,O83553,44.544,1.5999999999999998e-165,479.0
euk,E2RU81,Q9WYC5,25.6,5.520000000000001e-27,110.0
euk,E2RU81,Q9KH71,28.807,1.55e-16,77.8
euk,E2RU81,Q2RNU4,23.457,0.000718,38.5
euk,E2RU81,Q609I3,23.383,0.002,37.4
euk,E2RU81,P55356,30.986,1.1,28.5
euk,E2RU81,A0RDG3,25.373,1.8,28.1
euk,E2RU81,B2HCT7,27.907,1.8,26.9
euk,E2RU81,Q2RHN8,37.5,3.9,26.9
euk,E2RU81,B3QQ83,33.333,5.0,25.4
euk,E2RU81,A1A1G3,41.379,7.9,25.4
euk,F6X2V8,P0DJF8,44.015,3.17e-78,237.0
euk,F6X2V8,Q7VDN6,42.754,1.06e-69,215.0
euk,F6X2V8,Q2RXH9,39.552,2.1800000000000003e-64,201.0
euk,F6X2V8,B0SBK8,23.913,2.3,26.2
euk,F6X2V8,Q9A8N3,39.286,3.8,25.8
euk,F6X2V8,Q057D6,26.984,4.3,25.4
euk,F6X2V8,A5CCJ6,28.571,6.7,24.3
euk,F6X2V8,Q5HSS7,32.0,9.1,24.3
euk,H2N0D4,Q04449,23.81,0.26,30.4
euk,H2N0D4,A5CD03,27.907,1.1,28.5
euk,H2N0D4,P74299,28.814,1.3,28.5
euk,H2N0D4,Q9WY51,28.378,2.7,27.3
euk,H2N0D4,A1R0Q9,36.667,8.4,25.8
euk,J9VQB3,Q48AN2,49.083,1.42e-68,207.0
euk,J9VQB3,A1VIL5,41.81,3.01e-53,168.0
euk,J9VQB3,C4ZF78,41.919,5.02e-51,162.0
euk,J9VQB3,A5EY64,42.857,3.72e-49,157.0
euk,J9VQB3,B8D880,39.81,2.3799999999999998e-48,155.0
euk,J9VQB3,A1A1G3,43.979,1.13e-47,154.0
euk,J9VQB3,P59575,36.232,2.76e-45,147.0
euk,J9VQB3,P61498,27.363,9.3e-11,55.8
euk,J9VQB3,Q9RX68,30.065,1.03e-10,55.8
euk,J9VQB3,A9GUD3,32.895,1.56e-10,55.5
euk,J9VQB3,P25972,28.358,1.28e-09,53.1
euk,J9VQB3,Q04R73,29.655,1.35e-09,52.8
euk,J9VQB3,Q8YM41,31.034,1.78e-09,52.4
euk,J9VQB3,Q0C3U2,29.054,3.08e-09,51.6
euk,J9VQB3,B3QC92,30.405,7.17e-08,47.8
euk,J9VQB3,A4SGU2,29.861,1.65e-07,46.6
euk,J9VQB3,A6LJP2,25.786,2.13e-07,46.2
euk,J9VQB3,A1SPW6,30.625,4.19e-07,45.4
euk,J9VQB3,Q18CS5,26.667,1.36e-06,44.3
euk,J9VQB3,A2CCL7,27.815,2.79e-06,43.1
euk,J9VQB3,A0QLX9,24.719,3.63e-06,42.7
euk,J9VQB3,Q83FI4,28.105,4.06e-06,42.7
euk,J9VQB3,Q8EUY4,27.206,4.79e-06,42.7
euk,J9VQB3,B0K2E4,25.166,1.59e-05,40.8
euk,J9VQB3,Q7UYX5,28.659,3.09e-05,40.0
euk,J9VQB3,A3PH80,26.829,0.000163,38.1
euk,J9VQB3,Q45918,25.547,0.00019,37.7
euk,J9VQB3,A2BUQ6,24.528,0.000675,36.2
euk,J9VQB3,Q9Z7U6,28.346,0.001,35.8
euk,J9VQB3,O67742,29.167,0.001,35.4
euk,J9VQB3,Q2SRZ3,29.126,0.002,34.7
euk,J9VQB3,Q6MPK7,48.0,0.028,31.2
euk,J9VQB3,A5VD53,26.404,0.031,31.2
euk,J9VQB3,Q5FSN7,26.718,0.045,30.8
euk,J9VQB3,B0RS13,40.476,0.047,30.4
euk,J9VQB3,A4XIS3,31.395,0.11,29.6
euk,J9VQB3,Q7V7K5,40.625,0.21,29.3
euk,J9VQB3,A9KSU3,23.077,0.63,27.3
euk,J9VQB3,C4XHR2,27.586,0.77,26.9
euk,J9VQB3,Q20Y76,26.866,1.1,26.6
euk,J9VQB3,A4ITM9,35.849,1.2,26.9
euk,J9VQB3,Q7UR74,29.73,1.7,25.8
euk,J9VQB3,Q7UKV0,52.381,1.8,25.8
euk,J9VQB3,P9WHC1,39.394,2.0,25.8
euk,J9VQB3,A0Q2B3,23.529,2.2,25.8
euk,J9VQB3,Q7NHL0,24.638,3.5,25.4
euk,J9VQB3,A4SX83,31.034,3.5,25.0
euk,J9VQB3,A1KLT2,66.667,5.2,24.6
euk,J9VQB3,O67620,35.556,5.7,24.6
euk,J9VQB3,Q9RR81,39.286,6.9,24.3
euk,K7VCB9,A5WDP1,46.183,8.11e-68,208.0
euk,K7VCB9,Q6AQZ6,42.085,2.52e-65,202.0
euk,K7VCB9,B0SE82,42.636,6.51e-64,198.0
euk,K7VCB9,Q0BVF4,45.455,1.1e-63,198.0
euk,K7VCB9,C4L8H9,44.664,2.17e-62,194.0
euk,K7VCB9,C1AE25,47.692,4.59e-62,194.0
euk,K7VCB9,C0QWJ2,39.847,1.2499999999999999e-54,174.0
euk,K7VCB9,B8G7I8,40.449,2.28e-53,172.0
euk,K7VCB9,Q6LPQ4,38.931,4.53e-53,171.0
euk,K7VCB9,B2UP55,40.154,3.2199999999999996e-52,169.0
euk,K7VCB9,A1VBV4,42.366,5.89e-50,162.0
euk,K7VCB9,B1Y3E4,41.852,1.4e-49,162.0
euk,K7VCB9,C1A163,40.075,1.69e-49,162.0
euk,K7VCB9,B2TQ14,35.294,7.549999999999999e-46,152.0
euk,K7VCB9,A3M6H8,36.94,2.47e-45,151.0
euk,K7VCB9,Q6G7L8,34.34,4.2499999999999996e-45,150.0
euk,K7VCB9,Q6A9C5,39.844,5.2599999999999995e-45,150.0
euk,K7VCB9,Q893Q9,33.088,1.68e-44,149.0
euk,K7VCB9,B2A1A8,34.082,1.94e-44,149.0
euk,K7VCB9,B9E8D6,35.496,5.12e-44,147.0
euk,K7VCB9,Q5WDW4,36.981,5.67e-44,147.0
euk,K7VCB9,C4KZE2,35.955,5.840000000000001e-43,144.0
euk,K7VCB9,A5N1D3,35.094,8.36e-43,144.0
euk,K7VCB9,A6VPG7,36.194,1.1899999999999998e-42,144.0
euk,K7VCB9,A5EY60,37.959,3.24e-42,143.0
euk,K7VCB9,Q8FTH7,40.078,9.75e-42,141.0
euk,K7VCB9,B8F7P4,37.795,1.25e-41,141.0
euk,K7VCB9,Q253G3,36.546,1.43e-41,140.0
euk,K7VCB9,Q0AZ87,36.047,1.2099999999999999e-40,138.0
euk,K7VCB9,P39593,34.51,1.5499999999999998e-40,138.0
euk,K7VCB9,Q3AE32,38.281,7.1799999999999995e-40,136.0
euk,K7VCB9,A6TMN6,34.241,3.2e-39,135.0
euk,K7VCB9,Q1ASC4,39.256,3.54e-39,135.0
euk,K7VCB9,B8J4C1,36.918,7.84e-39,134.0
euk,K7VCB9,A4VUB1,33.333,7.85e-39,134.0
euk,K7VCB9,Q38ZL9,31.439,8.42e-39,134.0
euk,K7VCB9,A0AFC3,34.866,9.059999999999999e-38,131.0
euk,K7VCB9,C0QAT7,31.707,2.1e-36,129.0
euk,K7VCB9,Q186F4,31.061,2.72e-36,127.0
euk,K7VCB9,B1YJJ2,33.333,9.12e-36,125.0
euk,K7VCB9,A9AZE0,35.294,4.13e-34,121.0
euk,K7VCB9,B9KD06,31.679,4.27e-34,121.0
euk,K7VCB9,B5Z7K9,34.661,4.4599999999999995e-34,121.0
euk,K7VCB9,B3DQ80,33.091,3.17e-33,120.0
euk,K7VCB9,Q0STA0,30.451,8.77e-33,118.0
euk,K7VCB9,B1HX32,32.283,4.3100000000000003e-32,116.0
euk,K7VCB9,B5Y6I0,32.271,5.78e-32,116.0
euk,K7VCB9,B0S0L6,30.556,6.28e-30,110.0
euk,K7VCB9,A6W6A1,45.96,1.1900000000000001e-29,110.0
euk,K7VCB9,A3NJS6,40.625,7.720000000000001e-29,108.0
euk,O04931,P31434,27.273,3.08e-40,156.0
euk,O04931,A1B042,29.508,0.12,31.6
euk,O04931,Q11QB8,57.895,0.63,29.6
euk,O04931,Q9X1I9,25.641,1.9,28.5
euk,O04931,P61709,23.0,2.3,28.5
euk,O04931,A5WCJ9,26.984,3.0,26.2
euk,O04931,P29223,28.571,3.6,27.3
euk,O04931,Q7U6T0,33.962,3.7,27.7
euk,O04931,B0SDM9,34.091,7.1,26.9
euk,O04931,Q67TI9,34.146,7.7,26.6
euk,O04931,Q72JJ7,21.622,8.0,26.6
euk,O04931,Q0RRR5,52.941,9.6,26.2
euk,O13504,Q02002,33.191,1.01e-28,107.0
euk,O13504,Q67PJ5,32.692,7.53e-24,92.4
euk,O13504,Q2LUD8,30.672,1.7099999999999998e-23,91.7
euk,O13504,A5IKT2,32.661,9.88e-22,86.3
euk,O13504,Q92B80,29.63,2.0300000000000002e-21,85.5
euk,O13504,A0RB63,31.687,3.95e-21,84.7
euk,O13504,A5UYU9,33.191,6.41e-21,84.3
euk,O13504,B1GZC1,37.333,1.15e-20,83.2
euk,O13504,Q88WI1,29.461,1.93e-20,82.8
euk,O13504,B8FVH4,29.259,4.53e-20,82.4
euk,O13504,B0RR82,30.864,4.78e-19,79.3
euk,O13504,Q0B004,28.926,1.19e-18,78.2
euk,O13504,Q2JPT2,28.8,5.77e-18,76.6
euk,O13504,Q3Z6G4,28.34,2.25e-17,75.1
euk,O13504,B3W6W7,28.992,3.33e-17,73.9
euk,O13504,Q82WI3,28.87,8.1e-17,73.2
euk,O13504,B5YKL4,28.226,1.37e-16,72.8
euk,O13504,B8FA39,28.75,1.75e-16,72.4
euk,O13504,B3PFN8,30.453,4.15e-16,71.2
euk,O13504,A3DDS6,34.641,4.22e-16,71.2
euk,O13504,Q9K0C6,34.568,5.06e-16,70.9
euk,O13504,A9KL42,28.8,6.46e-16,70.9
euk,O13504,Q2SJD2,26.778,7.23e-16,70.9
euk,O13504,Q04RT3,29.339,7.51e-16,70.9
euk,O13504,Q10XS2,27.459,2.32e-15,69.7
euk,O13504,B2V7Q4,24.28,3.4e-15,68.6
euk,O13504,B2IKV4,27.273,7.27e-15,68.2
euk,O13504,Q2RNS6,23.77,8.14e-15,67.8
euk,O13504,Q254S9,27.615,1.32e-14,67.0
euk,O13504,Q2N9N2,29.183,1.7e-14,67.0
euk,O13504,P16923,27.16,2.28e-14,66.6
euk,O13504,Q0BQI7,28.112,3.85e-14,65.9
euk,O13504,A5IBF6,25.417,2.05e-13,63.9
euk,O13504,P74435,27.049,2.23e-13,63.9
euk,O13504,A0LA38,29.583,3.82e-13,63.2
euk,O13504,A6QC86,26.86,4.33e-13,62.8
euk,O13504,A5N7N9,32.867,4.35e-13,62.8
euk,O13504,Q97EF4,32.432,7.09e-13,62.4
euk,O13504,Q8DGP3,25.0,8.13e-13,62.4
euk,O13504,Q0BWJ4,27.376,1.03e-12,62.0
euk,O13504,A6L9J9,28.804,1.13e-12,62.0
euk,O13504,B9JXV5,27.309,2.33e-12,61.2
euk,O13504,Q2S1Z4,26.25,2.39e-12,61.2
euk,O13504,Q2RIT8,25.738,3.45e-12,60.8
euk,O13504,Q5NPZ5,28.629,5.17e-12,60.1
euk,O13504,B4S715,27.711,8.68e-12,59.7
euk,O13504,Q1CZH4,33.548,1.85e-11,58.5
euk,O13504,B8J162,28.319,2.27e-11,58.2
euk,O13504,A6LU95,28.662,2.69e-11,58.2
euk,O13504,C0ZCE4,30.769,7.68e-11,57.0
euk,O16797,A7HBF8,37.5,1.16e-06,46.2
euk,O16797,B3EUM3,32.609,3.75e-06,44.3
euk,O16797,Q2LQA1,37.805,5.29e-06,43.9
euk,O16797,Q9ZI50,38.462,8.6e-06,43.5
euk,O16797,A9BHA5,22.603,0.000146,39.7
euk,O16797,A1BJ34,37.5,0.000307,38.5
euk,O16797,Q6KI55,19.394,0.001,37.4
euk,O16797,Q72NG1,26.316,0.002,35.8
euk,O16797,Q8EUB3,27.083,0.003,35.8
euk,O16797,A9IJ01,30.682,0.004,35.4
euk,O16797,Q6AP71,30.645,0.005,35.0
euk,O16797,Q1ISC2,32.099,0.005,35.0
euk,O16797,B2UMU0,29.268,0.008,34.3
euk,O16797,B2S2D6,32.292,0.008,34.3
euk,O16797,P75580,33.333,0.016,33.5
euk,O16797,A9FQE0,25.532,0.027,32.7
euk,O16797,Q7M8D4,36.923,0.033,32.3
euk,O16797,Q04G85,24.0,0.051,32.0
euk,O16797,Q7VQE8,31.081,0.07,31.2
euk,O16797,A1QZR4,25.157,0.12,30.4
euk,O16797,A5CXK4,27.711,0.17,30.4
euk,O16797,Q6ME63,26.733,0.19,30.0
euk,O16797,Q9FA04,29.63,0.19,30.0
euk,O16797,Q7UN20,33.735,0.2,30.0
euk,O16797,Q2JFH6,30.12,0.24,29.6
euk,O16797,B0B8A2,26.25,0.35,29.3
euk,O16797,Q3YRK9,33.333,0.62,28.5
euk,O16797,B1GZ83,27.397,1.1,27.7
euk,O16797,Q9AIN8,62.5,1.1,26.9
euk,O16797,A9FJ48,28.205,1.5,27.7
euk,O16797,A8ZUS9,22.078,1.9,27.3
euk,O16797,A9GD69,31.818,2.4,26.6
euk,O16797,A9GN91,22.368,3.6,26.2
euk,O16797,Q28UW2,24.026,4.4,25.8
euk,O16797,A4J1M3,26.027,6.6,25.4
euk,O16797,Q110A7,30.303,8.1,25.0
euk,O16797,Q6AFZ0,19.78,9.2,25.4
euk,O17486,O84544,50.0,4.1800000000000003e-22,80.1
euk,O17486,O83889,42.391,3.8e-20,75.5
euk,O17486,P47370,40.506,4e-20,75.1
euk,O17486,Q7M1B9,38.947,8.47e-20,74.7
euk,O17486,P59527,40.0,3.32e-19,73.2
euk,O17486,Q9R6P9,38.028,1.8e-18,70.9
euk,O17486,O30974,36.937,7.97e-18,69.7
euk,O17486,Q68Y00,36.25,2.15e-16,65.9
euk,O17486,O51088,38.806,2.23e-15,63.5
euk,O17486,P0A4L3,39.437,4.07e-15,62.4
euk,O17486,P09857,32.53,6.41e-12,54.3
euk,O17486,P21610,26.667,2.73e-10,50.1
euk,O17486,B2UKT4,35.294,0.9,25.4
euk,O17486,Q1ASC4,37.5,3.4,23.5
euk,O17486,Q2RZH4,43.478,4.3,23.1
euk,O17486,B9MP50,42.857,7.1,22.7
euk,O18480,P14218,47.966,8.31e-139,405.0
euk,O18480,P85207,44.902,3.21e-121,360.0
euk,O18480,P11959,43.07,1.92e-115,345.0
euk,O18480,P43784,42.35,3.13e-103,314.0
euk,O18480,O84561,39.479,4.93e-102,311.0
euk,O18480,Q50068,39.112,2.8899999999999997e-90,280.0
euk,O18480,P50970,36.73,4.8400000000000005e-85,267.0
euk,O18480,O50311,35.356,3.32e-75,241.0
euk,O18480,O34324,34.163,1.95e-70,228.0
euk,O18480,P75393,36.009,8.21e-68,221.0
euk,O18480,P35868,34.615,1.9,27.7
euk,O18480,A6W1V6,30.263,1.9,27.3
euk,O18480,A9FGJ7,45.714,2.0,27.3
euk,O18480,P47437,23.148,4.0,26.6
euk,O18480,A2BTD4,23.684,5.5,25.8
euk,O18601,A0M6C4,40.72,1.96e-97,291.0
euk,O18601,Q1QA45,40.452,4.33e-92,278.0
euk,O18601,A9KCZ5,42.077,1.96e-91,276.0
euk,O18601,A1BCW4,38.736,3.48e-86,262.0
euk,O18601,Q1D1F0,38.95,5.31e-83,254.0
euk,O18601,Q8CWI5,35.519,5.14e-82,252.0
euk,O18601,B8G821,36.769,3.25e-73,229.0
euk,O18601,A0Q8F6,34.903,7.480000000000001e-72,225.0
euk,O18601,Q2JX97,34.973,6.54e-71,223.0
euk,O18601,Q1QJ95,37.5,4.1100000000000005e-70,221.0
euk,O18601,Q01W10,33.241,2.2799999999999999e-69,219.0
euk,O18601,Q6MB12,35.933,4.9899999999999996e-68,216.0
euk,O18601,A6QAQ4,36.188,1.0799999999999999e-67,214.0
euk,O18601,B5YK82,34.53,7.35e-66,209.0
euk,O18601,Q2GCG4,34.473,6.1900000000000005e-65,206.0
euk,O18601,A7Z323,32.873,1.24e-64,207.0
euk,O18601,A1ALN0,36.364,1.6100000000000002e-64,206.0
euk,O18601,Q0BWA4,36.364,5.0200000000000004e-64,205.0
euk,O18601,B8GW41,37.741,3.49e-62,200.0
euk,O18601,Q83FJ0,33.067,5.04e-62,201.0
euk,O18601,Q2N6J8,35.043,3.9599999999999995e-61,197.0
euk,O18601,B4U9S4,31.233,1.35e-60,196.0
euk,O18601,A8F331,32.857,4.35e-57,187.0
euk,O18601,Q1GDK6,34.521,8.83e-57,186.0
euk,O18601,A4X548,34.091,3.84e-55,182.0
euk,O18601,A5CDS4,31.68,6.4899999999999994e-55,181.0
euk,O18601,A7H9E0,34.605,4.23e-54,179.0
euk,O18601,Q5GTT1,33.908,2.83e-53,177.0
euk,O18601,Q6AHF5,34.054,2.9499999999999997e-52,175.0
euk,O18601,A5G1D5,34.174,1.13e-49,168.0
euk,O18601,B0B8X3,30.347,2.91e-38,137.0
euk,O18601,Q7VQD6,25.0,1.9,26.6
euk,O18601,A4VUB1,33.333,6.8,25.0
euk,O18601,Q24SU9,56.25,6.9,25.0
euk,O18601,C0R112,41.667,7.0,25.4
euk,O18601,Q18A91,34.694,8.7,25.0
euk,O18601,A9NEI9,33.333,9.5,25.0
euk,O19886,Q31LB7,44.473,4.38e-121,353.0
euk,O19886,Q1IWN0,41.406,2.71e-100,300.0
euk,O19886,Q7UGJ6,42.216,1.03e-95,288.0
euk,O19886,Q49WY3,38.76,5.45e-91,275.0
euk,O19886,Q8RBK1,40.314,8.819999999999999e-89,270.0
euk,O19886,Q9WZ28,37.41,1.67e-88,270.0
euk,O19886,Q04R57,40.464,3.15e-88,268.0
euk,O19886,A5VRM1,38.945,1.79e-87,268.0
euk,O19886,P59576,40.15,3.72e-87,266.0
euk,O19886,B8IZS6,38.363,1.0699999999999999e-84,259.0
euk,O19886,B3DQ31,36.387,4.31e-81,251.0
euk,O19886,Q17VI1,36.061,6.18e-71,224.0
euk,O19886,B1WY30,22.807,1.54e-08,53.1
euk,O19886,Q6ASN4,24.623,1.62e-07,49.7
euk,O19886,Q254T8,32.381,3.61e-07,48.5
euk,O19886,Q7UFS3,25.397,1.83e-06,46.6
euk,O19886,Q8EWS9,29.885,6.31e-06,44.7
euk,O19886,Q83GZ6,24.571,8.29e-06,44.3
euk,O19886,Q7VRS2,22.396,4.36e-05,42.0
euk,O19886,B9KH18,25.17,0.000261,39.7
euk,O19886,Q8D1V0,22.826,0.006,35.4
euk,O19886,Q5P9M8,26.374,0.1,31.6
euk,O19886,Q3JR65,24.719,0.23,30.0
euk,O19886,B1GYW9,27.059,0.75,28.5
euk,O19886,Q7V1J8,30.435,1.6,27.7
euk,O19886,A4IQ83,28.205,2.6,26.6
euk,O19886,Q11Y93,25.926,2.6,26.6
euk,O19886,B0SHK4,35.556,2.7,26.6
euk,O19886,A9KG28,21.622,3.3,26.6
euk,O19886,B3PMN3,37.5,3.3,25.8
euk,O19886,Q2GEE0,27.778,3.3,25.4
euk,O19886,Q7UFG7,52.941,3.6,26.2
euk,O19886,C0ZBP8,42.105,8.6,25.0
euk,O19886,A0P8X0,55.0,9.0,25.0
euk,O19889,Q55749,42.917,6.8e-71,215.0
euk,O19889,P21631,36.515,9.51e-56,177.0
euk,O19889,P37725,37.339,1.91e-49,160.0
euk,O19889,P42451,35.593,9.829999999999999e-46,150.0
euk,O19889,C4L8H9,55.0,0.29,28.5
euk,O19889,Q7UGJ6,27.5,0.42,28.5
euk,O19889,B5ZAJ9,30.233,0.61,27.7
euk,O19889,Q9ZD76,30.667,0.95,27.3
euk,O19889,A9BHB6,22.222,0.96,26.6
euk,O19889,Q7VBM9,33.803,2.7,25.8
euk,O19889,O07131,27.119,2.9,25.8
euk,O19889,Q8F708,32.812,3.4,25.4
euk,O19889,Q67QF2,25.0,4.4,25.4
euk,O19889,A2SD47,20.588,4.6,25.0
euk,O19908,P72720,42.386,1.47e-169,494.0
euk,O19908,Q8XHZ7,36.64,9.96e-143,425.0
euk,O19908,O68956,37.049,1.9599999999999998e-138,414.0
euk,O19908,Q8AAB1,36.997,2.38e-133,400.0
euk,O19908,Q9WXZ5,35.783,1.4e-127,385.0
euk,O19908,Q5NHQ9,35.35,2.15e-124,377.0
euk,O19908,Q72V57,36.967,5.15e-124,376.0
euk,O19908,Q5L589,37.76,2.82e-121,369.0
euk,O19908,Q8RG65,35.737,9.86e-121,368.0
euk,O19908,P59362,34.189,2.36e-119,364.0
euk,O19908,Q88YE7,36.248,4.63e-117,358.0
euk,O19908,Q9PMT4,34.921,3.71e-111,343.0
euk,O19908,Q5F584,33.814,2.79e-110,341.0
euk,O19908,Q8D3J0,36.234,2.5900000000000003e-109,338.0
euk,O19908,O83833,30.261,1.31e-99,314.0
euk,O19908,Q6F1B1,29.885,0.27,30.8
euk,O19908,A7MN76,29.73,0.53,30.0
euk,O19908,Q56307,32.143,0.69,29.6
euk,O19908,Q8D1V0,25.373,0.93,28.9
euk,O19908,A8F7B3,31.667,2.1,27.3
euk,O19908,Q7VBX6,41.026,2.8,27.7
euk,O19908,Q3Z9I7,30.769,3.4,27.3
